,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
20,Did It Myself,Kid Milli,Bitch X Rich (Original Television Soundtrack) Pt. 1,spotify:track:014UbcvltWdvq1h6oNL17Y,2023,0.107,0.772,10,0.801,0.0,0.115,-4.674,0,0.0559,131.942,0.286,171710,4,32
21,Balloon - Sunset Rollercoaster Remake,ADOY,us (Sunset Rollercoaster & JORDANN),spotify:track:4PdPDjESMm6jf9VNjwLTJH,2023,0.283,0.684,4,0.731,0.768,0.131,-9.264,1,0.0314,122.994,0.425,222352,4,44
22,Diaryy,YongYong,Black Diaryy,spotify:track:0tvrfUtGC3WHPPNlySHd4F,2023,0.206,0.75,3,0.76,0.0,0.289,-5.223,1,0.0331,115.972,0.695,215293,4,30
23,BLEACHING (feat. Crush),MILLIC,~,spotify:track:1hRKY6hYZZ7jLsUJvsG32J,2023,0.199,0.39,9,0.361,0.000797,0.31,-8.551,1,0.0292,143.655,0.0411,244536,4,32
24,Why break up? (My love X Jeon Sang Keun),Jeon Sang Keun,Why break up? (My love X Jeon Sang Keun),spotify:track:668e9vwoz1MhnFai3fNvHF,2023,0.589,0.509,4,0.503,0.0,0.36,-6.211,0,0.0365,127.984,0.236,271280,4,32
25,Forget Me Not,SURAN,Forget Me Not,spotify:track:79KXSZofyFSDnG4AlRAUVf,2023,0.674,0.585,5,0.327,0.0,0.112,-6.895,1,0.0325,121.829,0.275,228147,4,26
26,Like the first time,Ha Yea Song,Like the first time,spotify:track:7Hvn6ZXQc87sWq33OhpcPH,2023,0.712,0.447,4,0.585,0.0,0.0982,-3.227,1,0.0361,132.594,0.275,243627,4,28
27,Grain of Sand,Lim Young Woong,Grain of Sand,spotify:track:4WUpMUjdoi47LY7gBQBXe3,2023,0.776,0.515,4,0.346,2.65e-05,0.119,-8.908,1,0.0342,130.043,0.107,219883,4,57
28,Over The Mountain (Prod. dress),Gaeko,Over The Mountain (Prod. dress),spotify:track:5AHXMr5z1TfXXi91ZpsYhG,2023,0.139,0.646,5,0.738,0.0,0.495,-5.541,1,0.368,161.39,0.679,214274,4,44
29,#menow,fromis_9,Unlock My World,spotify:track:4lIAPwAU6R8PAy2WhykC4i,2023,0.192,0.703,6,0.909,0.0,0.0717,-2.686,0,0.102,117.989,0.83,169907,4,65
30,Love from a Real Heart(2023),LEE CHANGSUB,"Beginning is the First Kiss (Original Television Soundtrack), Pt.7",spotify:track:0Muf8pCSuf50DOoWs9ABVz,2023,0.325,0.297,11,0.752,0.0,0.155,-2.283,1,0.0447,156.134,0.285,260733,4,33
31,S-Class,Stray Kids,5-STAR,spotify:track:3gTQwwDNJ42CCLo3Sf4JDd,2023,0.0895,0.886,5,0.781,0.0,0.0715,-1.837,0,0.333,104.996,0.672,195689,4,86
32,I Promise,Lee Juck,Romantic Doctor 3 OST Part.6,spotify:track:3mwK3Xvg9dz0pEf286cHIn,2023,0.522,0.409,2,0.479,4.17e-06,0.202,-4.809,0,0.0306,140.519,0.141,292635,4,41
33,Ransome (Feat. BILL STAX),Woo,Ransome,spotify:track:31HhKQyZZI0PEzdrhZ4IGo,2023,0.782,0.779,11,0.497,0.000172,0.139,-8.773,0,0.227,87.026,0.522,268759,4,45
34,Shiny World,Brave Girls,BASTIONS OST Part.3,spotify:track:2xc3MkZuDlnfFAWJkOKk2S,2023,0.11,0.77,7,0.884,0.0,0.0806,-1.445,0,0.0503,115.062,0.339,188053,4,35
35,genius complex,장지수 (Sou),have,spotify:track:6LOSm4BBw3mM9jT7zl1utx,2023,0.29,0.926,5,0.73,0.0,0.101,-5.712,0,0.298,108.97,0.545,179421,4,31
36,Where To Go,LEENU,Where To Go,spotify:track:22fw3hgodLJIAhx6SbUKGZ,2023,0.613,0.505,5,0.56,0.0,0.124,-4.532,1,0.0309,131.958,0.178,227897,4,25
37,LALALA,Goyo,Giraffe Picture,spotify:track:0fQXl2rzS0lL4XSZLwViuw,2023,0.455,0.711,3,0.86,0.0,0.331,-5.126,1,0.369,160.167,0.824,211360,4,24
38,Riding a T-Rex,J.Fla,Riding a T-Rex,spotify:track:5j7H4npdgXlvPIR56Zbvqo,2023,0.653,0.742,1,0.342,2.21e-06,0.151,-6.051,1,0.0361,82.034,0.583,133000,4,31
39,"Dance With Me (feat. Keemhyoeun, CHOILB)",RAUDI,"Dance With Me (feat. Keemhyoeun, CHOILB)",spotify:track:5Qlfc8kcBBiTQ0oWzAPO1q,2023,0.519,0.689,4,0.627,0.0,0.116,-6.421,0,0.294,87.472,0.556,178197,4,24
40,You Are My Spring,Hwang Chi Yeul,GIFT,spotify:track:3npCSfjXu3Ud4TYsAFbjxp,2023,0.624,0.404,1,0.481,0.0,0.0967,-5.352,1,0.0286,137.202,0.498,233560,4,31
41,Story of my friend (feat. Skinny Brown),Grizzly,Story of my friend (feat. Skinny Brown),spotify:track:27joS0RwQeMfNR93qvyAmK,2023,0.118,0.696,0,0.571,0.0,0.103,-3.897,1,0.0487,81.998,0.635,220160,4,38
42,Mañana (Our Drama),ZHOUMI,Mañana (Our Drama),spotify:track:7IJ51lrbee0m3Ru7j6B4qN,2023,0.17,0.772,7,0.873,0.000471,0.22,-2.118,1,0.0511,95.958,0.713,195400,4,41
43,TIME DIFFERENCE,AARON,TIME DIFFERENCE,spotify:track:18mvw5N4MiiRyWePhgPN8X,2023,0.352,0.582,0,0.827,0.0,0.106,-3.428,0,0.0582,130.164,0.633,197553,4,38
44,Dare to Love (feat. BIG Naughty),B.I,TO DIE FOR,spotify:track:6odZjB2Z1T2iJTf5bbqUIe,2023,0.244,0.77,8,0.659,0.0,0.0576,-6.181,1,0.198,67.496,0.649,175716,4,59
45,Romantico (Prod. by TETE),LIM KIM,Romantico - LIM KIM&TETE,spotify:track:1Tr24ahIeCZxeXEfJ5l3Og,2023,0.521,0.624,1,0.535,1.07e-06,0.11,-6.669,0,0.0257,104.013,0.693,247446,4,29
46,Honey,STH,Honey,spotify:track:3WJbPo8V61piAagZYyRqn8,2023,0.293,0.521,0,0.559,0.0,0.17,-4.972,1,0.0274,123.984,0.192,249467,4,26
47,Behind,Sonnet,Battle for Happiness Pt. 1 (Original Soundtrack),spotify:track:6VuM6TdAwEK8EGp4D13fcm,2023,0.33,0.588,6,0.772,0.0,0.106,-3.506,0,0.0664,79.963,0.325,206240,4,35
48,Tell Me,RIO,"The Good Bad Mother (Original Television Soundtrack, Pt. 7)",spotify:track:61BP0xUAwiYULnLWKeziso,2023,0.89,0.521,3,0.183,0.0,0.102,-11.277,1,0.0338,135.56,0.225,226000,4,41
49,100%,Yebit,23,spotify:track:7yeC6MIFL8uFJxxpi689Oh,2023,0.457,0.398,11,0.623,0.0,0.116,-4.538,1,0.0366,178.993,0.51,191133,4,39
50,You Will Never Know,Hoody,You Will Never Know,spotify:track:6N01HkXOMOvC9659WOQGAp,2023,0.544,0.666,1,0.58,0.0,0.174,-7.703,0,0.189,91.818,0.588,202035,4,36
51,If I Success,Pa!nter,If I Success,spotify:track:7beMq9H2hpiINjKNAapFZE,2023,0.185,0.611,5,0.855,0.0,0.0741,-3.274,1,0.0543,80.01,0.803,159227,4,22
52,Beast,Kim Pil Sun,Beast,spotify:track:7JKQa9Nq8tK0Ug6JK7kk6c,2023,0.928,0.667,9,0.177,1.07e-05,0.101,-9.943,1,0.0356,62.026,0.38,240493,4,21
53,Diamond,Rothy,Diamond,spotify:track:1OjybWpjWBMDxOPNerlmDw,2023,0.462,0.321,11,0.705,0.0,0.11,-3.859,1,0.0397,159.04,0.248,179253,4,41
54,End of the Road,Monday Kiz,End of the Road,spotify:track:177g45l0BbZWVTMXJMjebn,2023,0.483,0.397,4,0.671,0.0,0.188,-4.858,1,0.0517,134.271,0.177,218613,4,36
55,Dinner (Feat. KLANG),Room306,Dinner (Feat. KLANG),spotify:track:6UdxI91PUintRj2X0vwSsp,2023,0.753,0.684,1,0.699,1.16e-05,0.0788,-7.371,1,0.3,75.032,0.395,176966,4,22
56,wander,Mew,Romance by Romance (Original Television Soundtrack) Pt. 2,spotify:track:5gzuXMBkHADurR2quS47Dg,2023,0.756,0.544,10,0.353,0.000153,0.114,-8.365,1,0.029,121.863,0.0974,247444,4,18
57,Love is painful,JOO SEOL OK,Love is painful,spotify:track:7iXTJ3qtfYQa4b69e7HXjk,2023,0.374,0.562,11,0.522,0.0,0.153,-4.416,1,0.0298,129.853,0.207,261093,4,20
58,I Do (feat. VEKOEL),Smiley DeBron,Talk to Smiley,spotify:track:1OBLhoOLIV0t7eMsXFELmN,2023,0.0594,0.848,2,0.59,0.0,0.109,-5.239,1,0.0632,118.987,0.0959,180570,4,20
59,Better Days,Cha Woo Joo,Heartbreaking Sorrow,spotify:track:5rUYtiBQcEMhRSJ89G9mWv,2023,0.295,0.382,1,0.751,0.0,0.424,-3.903,0,0.0366,175.939,0.35,221124,4,5
60,Don′t Call Me,NINE to SIX,NINE to SIX 1st Single Album ′GOOD TO YOU′,spotify:track:2JZcu16wgcucoYRBWD41zQ,2023,0.021,0.783,8,0.873,0.0,0.285,-4.409,1,0.197,95.046,0.729,183750,4,38
61,i can’t wait too long,HAMIN(BXB),Love Mate OST Part.3 (Soundtrack),spotify:track:4Uk6TLwgOaFrNLDD2dacJ8,2023,0.512,0.689,1,0.58,0.0,0.16,-5.292,1,0.0281,90.989,0.363,214080,4,33
62,Young Baller (Feat. ICE PUFF),Dorico,Young Baller (Feat. ICE PUFF),spotify:track:58LcJiN3KP2vg94dv2x2hn,2023,0.0745,0.605,8,0.795,0.0,0.0571,-4.554,1,0.342,127.139,0.759,167244,4,17
63,Blue diary (feat. Soyoungyi),Merry apple,Blue diary,spotify:track:5kQ1kCdvvE8eooOTDBRwDU,2023,0.665,0.541,9,0.316,0.0,0.0983,-4.834,1,0.028,154.135,0.455,271413,3,16
64,Used,Eizzyboy,used,spotify:track:1AAUlhzTWkU8c9Krkp1xtW,2023,0.235,0.753,0,0.767,0.0,0.0976,-4.949,0,0.0362,93.553,0.513,229733,4,16
65,빛의 파도,5252,빛의 파도,spotify:track:2MUk5WRTzV0CRW8AWS4OTR,2023,0.762,0.484,1,0.436,0.0,0.114,-8.029,1,0.0368,179.703,0.375,185637,4,20
66,Emotions,Miso,Emotions,spotify:track:0OFHaWfjf0pHNPJ0WpRwp2,2023,0.628,0.557,5,0.735,0.0,0.168,-7.721,1,0.31,169.998,0.67,199748,4,39
67,Monthly Project 2023 May Yoon Jong Shin - Hesitate,Yoon Jong Shin,Monthly Project 2023 May Yoon Jong Shin - Hesitate,spotify:track:2VDzwkGQ32hS9VDIQOiIUS,2023,0.401,0.448,2,0.586,0.0,0.225,-4.942,1,0.0413,71.824,0.178,280893,4,28
68,As the Moon Embraces the Waves,LUDA,Rinza Noodle House (Original Television Soundtrack) Pt.3,spotify:track:0lxVu29tReGIrXNOmfWK6Q,2023,0.813,0.383,7,0.255,0.0,0.36,-9.767,1,0.0288,139.728,0.171,200400,4,34
69,vlog (feat. Heeju),Joob A,vlog,spotify:track:3ihrWtJygWJnDsMoGtXAW5,2023,0.783,0.505,2,0.557,2.45e-06,0.417,-7.098,1,0.172,79.169,0.543,200680,4,28
70,Dreamer,Lee Hyuk,Dreamer,spotify:track:0XKlVUQpNi45dxO3pIrY1A,2023,0.795,0.603,9,0.382,9.82e-06,0.0945,-7.298,1,0.0267,147.947,0.393,172250,4,18
71,Teach Me,Nieah,Teach Me,spotify:track:42KQPEwQbifLtdMMa24DXH,2023,0.0843,0.606,1,0.744,0.0,0.372,-4.053,0,0.121,169.798,0.199,173501,4,42
72,Lovey Dovey,HORI7ON,Lovey Dovey,spotify:track:5hWUZ9VTMiXF8YSKiNbH4R,2023,0.0237,0.69,1,0.933,0.0,0.193,-2.525,1,0.173,110.023,0.807,189272,4,49
73,I Robbed a Bank,Nerd Connection,I Robbed a Bank,spotify:track:3eBQCl5y6oGPnAJ1yTGeMW,2023,0.000105,0.429,4,0.949,0.228,0.187,-2.413,0,0.14,128.068,0.277,170500,4,32
74,모조 MOJO,META.,모조 MOJO,spotify:track:2ZYAUtBIgViPbFIZaD7gFd,2023,0.0327,0.781,10,0.847,0.0,0.119,-7.804,0,0.317,100.002,0.139,189600,4,17
75,I'm Still You,or&,"Woman in a Veil (Original Television Soundtrack), Pt.4",spotify:track:0AopwjvGx6yY68V8uxARqv,2023,0.86,0.549,9,0.417,0.0,0.108,-4.872,1,0.0282,129.758,0.218,211400,4,33
76,Cool Prod. PEEJAY,Wonstein,DEMO,spotify:track:6XwWjm2hBIZmhDR6ZMSxoC,2023,0.147,0.757,5,0.742,0.0,0.289,-5.664,0,0.0458,138.884,0.543,129947,4,47
77,Bloom,Yang Hee Eun,Bloom - SM STATION,spotify:track:1TNbSiugIrd1cBuXQJOT1I,2023,0.939,0.421,4,0.257,0.0,0.098,-8.152,1,0.028,85.946,0.161,253387,3,49
78,SPECIAL LOVE,XODIAC,SPECIAL LOVE,spotify:track:11RrLN6I83tZKAKBxkPSsn,2023,0.133,0.756,4,0.758,0.0,0.164,-3.322,1,0.0435,126.042,0.812,208613,4,54
79,HONDA !,Kid Milli,BEIGE,spotify:track:0yurxXDL2EC9dFyZJXy39y,2023,0.245,0.735,10,0.836,0.0,0.116,-3.683,0,0.0687,159.934,0.663,181735,4,48
80,Life4Cuts (Feat. Leellamarz),DINDIN,Life4Cuts (Feat. Leellamarz),spotify:track:6RCngYslAsVhcRtLyxxNyF,2023,0.117,0.743,1,0.591,0.0,0.0695,-6.672,1,0.0576,80.011,0.591,196120,4,37
81,The Starting Line,WH3N,The Starting Line,spotify:track:08UyeM93TiGJ7wyjqS0hFn,2023,0.527,0.808,11,0.402,0.0,0.164,-5.582,1,0.0621,116.016,0.435,158560,4,25
82,Bad At Us,xooos,Made In Heart,spotify:track:12EhuKuFOOs7sBMbajhDNW,2023,0.164,0.763,9,0.682,0.0,0.104,-4.971,1,0.0895,138.089,0.595,199640,4,47
83,Step,Sondia,My Perfect Stranger OST Part.5,spotify:track:1DGoluJIZMwilqWh4qfrR3,2023,0.821,0.447,3,0.39,3.86e-06,0.104,-8.266,1,0.0324,121.989,0.0871,253320,4,38
84,사랑은 어려워,YUMIN,Love & Youth,spotify:track:1E6RmpIc03WFK4u5Gx64GI,2023,0.526,0.562,0,0.652,0.0,0.101,-4.689,1,0.0266,96.938,0.598,191755,4,26
85,Angel Wings,Raina,Oh! Youngsim Pt. 3 (Original Soundtrack),spotify:track:058dHJKd8AoHDyohFmX5Y2,2023,0.00636,0.603,7,0.883,0.0,0.112,-3.982,1,0.0379,104.008,0.472,201850,4,32
86,Puzzle,Son Chamchi,[Tuna Factory] Product 8 - Puzzle,spotify:track:1DfvyZEUBgjZ5WSn74n0eU,2023,0.0644,0.486,9,0.686,4.89e-06,0.12,-5.615,1,0.046,164.775,0.257,212727,4,20
87,BYOB,JINBO,BYOB Tonight,spotify:track:2Z7K5grDOGbiufVaLbdciM,2023,0.0998,0.607,10,0.559,4.97e-05,0.165,-6.414,0,0.0396,75.01,0.304,252500,4,21
88,Numb,E.SO,Numb,spotify:track:1VFGKeUz5pbkboGeTbRFpc,2023,0.525,0.739,10,0.686,1.56e-06,0.162,-4.058,0,0.0616,90.037,0.507,218627,4,20
89,Run,Yeon Kyoo Seong,Run,spotify:track:00ZG8DzWetkzZA6myZHqp9,2023,0.0141,0.582,10,0.741,0.00416,0.065,-5.805,0,0.0449,129.92,0.429,165308,4,16
90,KID,SONIC STONES,KID,spotify:track:0O8QJ8O6cVS6RSH0ks5KGd,2023,6.64e-05,0.386,10,0.958,0.00126,0.124,-3.65,1,0.0663,155.919,0.817,177953,4,16
91,b u b b l e ✧ (feat. Haedo),sweetch,light #3,spotify:track:143qoJL04wJlCqhd8CQ4Qj,2023,0.503,0.676,5,0.589,0.0,0.541,-6.206,0,0.165,90.024,0.368,201691,4,22
92,Love & Hate,RIPLEY,Love & Hate,spotify:track:3yV0kDr9zptKryKE0w1ad2,2023,0.773,0.671,9,0.578,5.95e-06,0.165,-5.591,1,0.0306,120.008,0.381,222000,3,29
93,Last Greeting,WOO,BE:LOVED,spotify:track:07HxXAB6NchFAa8eO7h2xe,2023,0.298,0.532,7,0.572,0.0,0.193,-5.185,1,0.03,139.821,0.386,255133,4,17
94,I'll Eat Up Your Darkness,Ahn Heesu,Be Trapped In A Picture,spotify:track:4NKa7tW2N6mCdQSJKCP2hF,2023,0.906,0.791,9,0.293,3e-06,0.24,-7.549,1,0.0373,112.002,0.693,215000,4,17
95,A Shining Day,MeloMance,A Shining Day,spotify:track:7K5uJR4gWSUuC6fjiuQfCr,2023,0.526,0.636,7,0.678,0.0,0.146,-3.311,1,0.0274,92.005,0.713,178000,4,48
96,"Save me, Kill me",CIX,CIX 6th EP Album 'OK' Episode 2 : I'm OK,spotify:track:0Z5gF9M35PmrQooN2lDlkK,2023,0.121,0.515,1,0.903,0.0,0.406,-2.386,0,0.0733,99.981,0.481,217880,4,61
97,LOSER,AB6IX,THE FUTURE IS OURS: LOST,spotify:track:2jSKhV7zSImRqT4jBCFnEE,2023,0.0828,0.639,5,0.83,0.0,0.121,-2.872,0,0.0602,144.946,0.689,210401,4,52
98,The Day,Sojeong,The Day,spotify:track:2JGpd5v7QkvJ1QLeSkLH7q,2023,0.0903,0.571,11,0.867,0.0,0.119,-1.872,1,0.0303,104.004,0.464,211133,4,26
99,To You,Cha ga eul,"Beginning is the First Kiss (Original Television Soundtrack), Pt.6",spotify:track:2V0Rr5qfC2Tx3bv5mEi5I0,2023,0.539,0.426,9,0.579,0.0,0.302,-3.166,1,0.0369,203.797,0.446,192200,4,32
100,Natural History Museum,The Electriceels,Natural History Museum,spotify:track:3SqTKxJvLkJAAcPBfjzKEG,2023,0.00155,0.549,5,0.83,0.0119,0.0918,-5.763,1,0.0367,191.818,0.919,193880,4,28
101,I'm Not Your Cat Feat.b!ni,Tamiz,I'm Not Your Cat,spotify:track:3DllqL0wBXYC9WRE5cPIms,2023,0.757,0.898,9,0.494,4.51e-06,0.0975,-6.943,1,0.087,82.013,0.942,166080,4,23
102,Fading seasons (Prod. by O.WHEN),SOOHYUN,Fading seasons (Prod. by O.WHEN),spotify:track:77NwAK7ivUb4LnozET6PRO,2023,0.156,0.406,3,0.507,0.0,0.121,-7.36,1,0.0331,133.046,0.264,225536,4,20
103,Wind Song,Kei,"Tale of the Nine Tailed 1938, Pt. 4 (Original Television Soundtrack)",spotify:track:1SHozMlsPJKL6XJM5Uami7,2023,0.515,0.43,7,0.373,0.000105,0.102,-6.572,0,0.0295,82.829,0.0462,251907,4,39
104,No Answer,Hwang In Wook,No Answer,spotify:track:6EviXGl9V6dWOK5ZjENc8A,2023,0.187,0.42,2,0.673,0.0,0.145,-2.953,1,0.0476,133.69,0.37,208373,4,35
105,Dear. Lover,Eun ga eun,Dear. Lover,spotify:track:1RwrqJ7EZ04tmZF9OwuTAu,2023,0.744,0.273,6,0.427,1.08e-05,0.0557,-3.125,1,0.0299,137.844,0.207,259048,4,16
106,VEGAS,Juncoco,VEGAS,spotify:track:0vv47eMJbQtZT9qBAE4hRX,2023,0.0204,0.476,11,0.807,0.0,0.176,-4.856,0,0.0831,168.178,0.493,216467,4,18
107,Our Painted Night,kursor,Our Painted Night,spotify:track:4yTsQGlUwUheNAcwcjdnBY,2023,0.631,0.533,7,0.431,0.0,0.0871,-8.853,0,0.0355,125.645,0.312,227619,4,16
108,Pine Tree,LEEWOO,Pine Tree,spotify:track:1DjKgebX6G4k1SzhAal8mq,2023,0.45,0.408,3,0.564,0.0,0.178,-4.39,1,0.034,141.09,0.348,259680,4,33
109,FOLLOW,U-Rim,FOLLOW,spotify:track:1WhjEyuItM6O5uHrV5S3Dm,2023,0.78,0.394,10,0.53,0.0,0.34,-3.568,1,0.0335,134.668,0.348,205987,4,18
110,Some Excuse,Jeon Yoodong,Some Excuse,spotify:track:4mcGUuqTYnF5XAl32kgHEe,2023,0.169,0.69,2,0.606,0.0435,0.114,-7.611,1,0.0336,110.003,0.654,312840,4,15
111,WHISTLE,Able,WHISTLE,spotify:track:2oeK9YUD1qXfdqIEPGGTIa,2023,0.547,0.718,10,0.758,0.0,0.116,-3.574,1,0.0379,93.993,0.503,186701,4,17
112,Good Days,Hong Yaejin,Good Days,spotify:track:20eEjF9COTFOSWOwqvSFCK,2023,0.843,0.691,10,0.28,0.0,0.107,-8.445,1,0.0287,91.946,0.402,280920,4,15
113,Smile (Feat. HIROTO),lunCHbox,Package 1 : Smile,spotify:track:1XfaidpZf9afS7akthBoXC,2023,0.349,0.77,9,0.514,0.0,0.267,-7.3,1,0.0513,111.956,0.283,156750,3,24
114,night rain,RAN,night rain,spotify:track:24NlT4oXNbeqPfHr7p8h3F,2023,0.837,0.439,5,0.462,1.42e-06,0.186,-6.006,1,0.0291,129.377,0.334,183061,4,15
115,Around you (now),PITCHGRIN,Around you (now),spotify:track:06sWdG1S6GJAPXvwSqN6cD,2023,0.964,0.458,11,0.227,9.23e-05,0.404,-12.472,0,0.0285,155.446,0.486,168857,3,13
116,Missing you at the night,Geum Nara,"Oh, Boy! OST Part.18 (Soundtrack)",spotify:track:2yligKIUYBMtw9XW8CfjN2,2023,0.797,0.488,7,0.507,0.0,0.23,-3.626,1,0.0311,135.425,0.15,198816,4,13
117,Wonderland,Norwegian Wood,Wonderland,spotify:track:6tg2zUVUjoRZdF8P3vSVHR,2023,0.706,0.731,10,0.463,0.0,0.302,-6.355,1,0.0272,99.045,0.462,210909,4,18
118,Eyes On Me,HELLO GLOOM,Eyes On Me,spotify:track:3U1vzP4VCzxv14ZZdLHyAI,2023,0.0294,0.693,0,0.888,5.84e-05,0.065,-4.939,1,0.0419,125.103,0.546,179680,4,37
119,BLUE ROS3 (miracle),유니스,BLUE ROS3 (miracle),spotify:track:5Qw1RPJX0ky6nkka2qY9l4,2023,0.121,0.54,0,0.751,0.0,0.0801,-2.651,1,0.0793,79.792,0.511,187600,4,23
120,Sunset,ecru,Sunset,spotify:track:1mK84yIVjqetpdWKYXFgLe,2023,0.544,0.619,8,0.51,0.0107,0.19,-7.033,0,0.0637,79.945,0.544,197000,4,20
121,Beautiful City,Kim Areum,Beautiful City,spotify:track:3Cx1jrpnIAZeBg8hHXhP5E,2023,0.354,0.649,3,0.909,1.27e-06,0.0908,-4.044,0,0.0657,114.88,0.511,309487,4,24
122,Without you,XAVII,Without you,spotify:track:14ALTIe2imKvbXoEzYhn72,2023,0.256,0.52,9,0.672,1.4e-06,0.103,-6.097,1,0.121,151.909,0.208,180000,4,18
123,Love Alone,TOIL,Love Alone,spotify:track:5sTzzatdPxDcQhJDDTEqcC,2023,0.691,0.6,5,0.368,0.0,0.102,-7.921,1,0.0282,66.991,0.243,229240,4,42
124,EO MEO NI WA GO DEUNG EO,LUCY,MONTHLY THE STAGE,spotify:track:3Y3Qx9igQXlZ7u6Jr1QKuK,2023,0.427,0.337,9,0.947,5.27e-05,0.0875,-3.355,1,0.365,205.863,0.316,164027,4,36
125,Baby good night,EPEX,K-909 : Baby good night,spotify:track:5zvLjMjcVDD8blrEgEeriW,2023,0.00563,0.554,7,0.816,0.0,0.134,-3.809,1,0.0488,133.097,0.612,153240,4,44
126,Listen to me,Damu,Listen to me,spotify:track:7nIOb4S3lOt449s7EAKAOz,2023,0.449,0.475,1,0.437,0.0,0.117,-5.78,1,0.0273,134.264,0.148,248731,5,12
